gene,num_isoforms,top_predicted_isoforms,avg_pred_total,avg_true_total
RNU6V,1,ENST00000384105,471.5700988769531,577.9633178710938
WDR4,7,"ENST00000470658, ENST00000479429, ENST00000463902",471.441162109375,493.82666015625
MIR554,1,ENST00000384874,471.379638671875,555.9733276367188
LINC01735,1,ENST00000568112,471.2083435058594,374.6300048828125
LINC00840,13,"ENST00000654492, ENST00000669972, ENST00000653073",471.1476745605469,722.6333618164062
ZNF133,17,"ENST00000377671, ENST00000698699, ENST00000698700",470.9827575683594,617.2266845703125
SYT12,7,"ENST00000525457, ENST00000527043, ENST00000525149",470.9450378417969,997.14013671875
LEF1,16,"ENST00000505297, ENST00000504950, ENST00000510624",470.85614013671875,729.7999877929688
OAZ1P1,1,ENST00000430724,470.8382263183594,479.6499938964844
FOXM1,9,"ENST00000342628, ENST00000627656, ENST00000361953",470.7908935546875,528.8466186523438
SLC20A2,13,"ENST00000522401, ENST00000522707, ENST00000520262",470.7838439941406,507.6500244140625
MRGPRX4,1,ENST00000314254,470.44287109375,358.34332275390625
ENSG00000188897,6,"ENST00000595168, ENST00000696174, ENST00000598234",470.07208251953125,700.4299926757812
THBS4-AS1,3,"ENST00000503007, ENST00000661210, ENST00000514042",469.59783935546875,631.8032836914062
OS9,22,"ENST00000700657, ENST00000700670, ENST00000550848",469.23077392578125,1698.2567138671875
MTO1,39,"ENST00000679900, ENST00000681294, ENST00000681204",469.22052001953125,1057.686767578125
TRIM80P,1,ENST00000455685,469.10333251953125,670.9533081054688
LDHD,4,"ENST00000450168, ENST00000569876, ENST00000568164",469.0769958496094,545.5399780273438
MZF1,5,"ENST00000596039, ENST00000600048, ENST00000215057",468.8094482421875,387.62664794921875
RNA5SP195,1,ENST00000362675,468.6800537109375,792.1966552734375
FNTAP1,1,ENST00000530657,468.5956115722656,645.7966918945312
ATP13A3,6,"ENST00000645538, ENST00000687055, ENST00000461660",468.5610046386719,957.9268188476562
FLVCR1-DT,6,"ENST00000424044, ENST00000665265, ENST00000703061",468.5001220703125,1360.9334716796875
TXNP1,1,ENST00000441872,468.3865051269531,617.7466430664062
HAUS7,10,"ENST00000484394, ENST00000490165, ENST00000491286",468.1970520019531,556.6466674804688
SILC1,11,"ENST00000660326, ENST00000661262, ENST00000654025",467.96331787109375,1305.3731689453125
SOGA1,4,"ENST00000237536, ENST00000465671, ENST00000463491",467.79095458984375,581.2699584960938
RNF20,6,"ENST00000374819, ENST00000479306, ENST00000389120",467.6946105957031,2897.306640625
ENTR1,11,"ENST00000461693, ENST00000481114, ENST00000298537",467.6192321777344,657.27001953125
TEX9,5,"ENST00000558127, ENST00000560827, ENST00000558083",467.6048278808594,619.4066772460938
ZIC4,8,"ENST00000464144, ENST00000462748, ENST00000463250",467.5879821777344,900.5067138671875
ENSG00000278330,2,"ENST00000612024, ENST00000611482",467.5819396972656,1057.15673828125
GRM5,3,"ENST00000305432, ENST00000449371, ENST00000305447",467.55084228515625,646.9033203125
ALDH7A1P2,1,ENST00000456501,467.48321533203125,1401.469970703125
ASS1P9,1,ENST00000513426,467.4514465332031,529.3599853515625
PIGC,5,"ENST00000489002, ENST00000465374, ENST00000475059",467.2997131347656,506.4499816894531
ZNF418,8,"ENST00000595830, ENST00000599086, ENST00000396147",467.2292785644531,467.91668701171875
TMEM106C,13,"ENST00000550161, ENST00000548153, ENST00000548640",466.96942138671875,700.9967041015625
SATB1-AS1,31,"ENST00000596277, ENST00000629109, ENST00000598688",466.6937561035156,1311.8466796875
KIT,18,"ENST00000690917, ENST00000685816, ENST00000687246",466.2445068359375,486.53997802734375
CNTFR-AS1,11,"ENST00000666375, ENST00000657464, ENST00000668957",466.05419921875,935.9566650390625
ARHGAP22,11,"ENST00000460425, ENST00000493012, ENST00000515523",465.9804382324219,661.5700073242188
TNPO1,12,"ENST00000508762, ENST00000506528, ENST00000513944",465.90362548828125,519.2666625976562
RPL36AP48,1,ENST00000485521,465.8797912597656,659.97998046875
TMEM59L,4,"ENST00000594709, ENST00000594859, ENST00000598660",465.7240295410156,564.9933471679688
EPHA7,14,"ENST00000369303, ENST00000679565, ENST00000681503",465.71368408203125,837.1500244140625
LIME1,8,"ENST00000487026, ENST00000476183, ENST00000444951",465.677490234375,464.77667236328125
ZNF501,2,"ENST00000396048, ENST00000484233",465.6383361816406,381.7166748046875
SSBP1,10,"ENST00000468267, ENST00000465582, ENST00000473783",465.614501953125,789.7766723632812
MGAT4D,9,"ENST00000513018, ENST00000511632, ENST00000515121",465.2626953125,684.77001953125
PRSS40B,2,"ENST00000409259, ENST00000647914",465.2413330078125,629.219970703125
MEPCE,5,"ENST00000479201, ENST00000695111, ENST00000695112",465.0573425292969,534.2833251953125
ABHD17C,5,"ENST00000558464, ENST00000560609, ENST00000258884",464.937255859375,921.7533569335938
LOXL3,10,"ENST00000481835, ENST00000409986, ENST00000264094",464.8658142089844,515.8265991210938
PPAT,5,"ENST00000425339, ENST00000264220, ENST00000510643",464.609130859375,672.3233032226562
RABGGTA,15,"ENST00000560207, ENST00000560998, ENST00000560777",464.4468078613281,600.2466430664062
NPIPA8,3,"ENST00000525596, ENST00000541810, ENST00000545050",464.35711669921875,1040.4034423828125
IGFALS,2,"ENST00000415638, ENST00000568221",463.8482666015625,415.1600036621094
KIAA0753,10,"ENST00000361413, ENST00000575027, ENST00000570455",463.6815185546875,884.776611328125
ENSG00000287258,1,ENST00000658962,463.5675964355469,3031.19677734375
TTBK2,4,"ENST00000567840, ENST00000567274, ENST00000562880",463.38031005859375,502.4100036621094
ENSG00000244676,2,"ENST00000428689, ENST00000454737",463.3771057128906,617.5100708007812
ATG16L2,14,"ENST00000321297, ENST00000538842, ENST00000537143",463.2951354980469,1550.1199951171875
LY6H,5,"ENST00000414417, ENST00000430474, ENST00000615409",462.8997802734375,1993.1533203125
MIR6733,1,ENST00000635723,462.89569091796875,626.0233154296875
CICP9,1,ENST00000444451,462.8368225097656,440.7633361816406
ENSG00000289690,3,"ENST00000695707, ENST00000695664, ENST00000695708",462.8337707519531,493.2866516113281
TDG,4,"ENST00000436021, ENST00000536395, ENST00000545698",462.7550354003906,3314.666748046875
LRP1,6,"ENST00000243077, ENST00000556356, ENST00000555941",462.59344482421875,706.6766357421875
ACTG1P3,1,ENST00000431775,462.58660888671875,465.54998779296875
CR1L,4,"ENST00000508064, ENST00000294997, ENST00000430248",462.5283203125,1815.1099853515625
PCGF1,7,"ENST00000475863, ENST00000489914, ENST00000480844",462.2366943359375,697.0366821289062
GBE1,6,"ENST00000429644, ENST00000484687, ENST00000489715",462.01116943359375,1143.986572265625
SIAH2,3,"ENST00000312960, ENST00000472885, ENST00000482706",461.95233154296875,802.3133544921875
RAI1,3,"ENST00000353383, ENST00000583166, ENST00000395774",461.8994140625,443.5966796875
PABPN1L,3,"ENST00000419291, ENST00000547152, ENST00000411789",461.8353576660156,427.1033020019531
ENSG00000202231,1,ENST00000365361,461.5254821777344,441.4166564941406
C1orf232,1,ENST00000635463,461.5238952636719,364.913330078125
E4F1,6,"ENST00000564139, ENST00000301727, ENST00000565090",461.52099609375,637.5532836914062
PRKG2,6,"ENST00000545647, ENST00000264399, ENST00000509474",461.2752685546875,1050.373291015625
GAPDHP32,1,ENST00000433816,460.5621337890625,382.6266784667969
SCN1A,16,"ENST00000674923, ENST00000641603, ENST00000641996",460.44854736328125,668.4900512695312
ZNF496-DT,14,"ENST00000697395, ENST00000697398, ENST00000697393",460.3585205078125,560.6599731445312
CTIF,3,"ENST00000590422, ENST00000588345, ENST00000591387",460.1131896972656,406.75335693359375
VRK1,16,"ENST00000680993, ENST00000680922, ENST00000679770",459.794677734375,977.4666748046875
ZNF460,3,"ENST00000537645, ENST00000360338, ENST00000599602",459.7778625488281,470.5033264160156
PCAT6,5,"ENST00000425295, ENST00000660963, ENST00000417262",459.77325439453125,913.63330078125
ENSG00000226499,1,ENST00000447970,459.7156677246094,1016.5
EEF2KMT,8,"ENST00000585975, ENST00000587161, ENST00000586444",459.5928955078125,557.6966552734375
COQ5,5,"ENST00000445328, ENST00000547943, ENST00000551769",459.537109375,510.0633544921875
CELF3,6,"ENST00000420342, ENST00000478829, ENST00000479893",459.3523254394531,828.8465576171875
TTC27,6,"ENST00000317907, ENST00000647819, ENST00000448773",459.2867126464844,651.989990234375
PIK3CD,13,"ENST00000377346, ENST00000698712, ENST00000698719",458.84100341796875,1745.9267578125
SNX10-AS1,5,"ENST00000663469, ENST00000702153, ENST00000451368",458.828125,533.7933349609375
SPSB1,4,"ENST00000328089, ENST00000357898, ENST00000377399",458.501953125,725.82666015625
SLC39A11,11,"ENST00000583146, ENST00000582179, ENST00000581005",458.46875,627.63330078125
RNU6-957P,1,ENST00000363652,458.1020202636719,568.7633056640625
TMEM50B,9,"ENST00000459909, ENST00000442441, ENST00000420455",458.0696716308594,666.4833374023438
ARL6IP1P1,1,ENST00000545836,457.91229248046875,531.1732788085938
RNY1P8,1,ENST00000383970,457.8844299316406,467.7166748046875
RN7SKP292,1,ENST00000365522,457.87677001953125,393.2833251953125
PACRG,9,"ENST00000366888, ENST00000534958, ENST00000337019",457.8656921386719,875.3366088867188
KANSL1L,11,"ENST00000438563, ENST00000281772, ENST00000418791",457.657470703125,2119.623046875
DNAI2,5,"ENST00000311014, ENST00000582036, ENST00000446837",457.41656494140625,600.586669921875
HSD3B2,4,"ENST00000448448, ENST00000443865, ENST00000433745",457.10382080078125,505.4666748046875
RNF38,8,"ENST00000350199, ENST00000259605, ENST00000491349",457.0813293457031,1278.31005859375
TNFRSF10A-DT,4,"ENST00000670072, ENST00000517774, ENST00000500853",456.3356018066406,1013.3132934570312
BFSP2,5,"ENST00000511140, ENST00000302334, ENST00000503047",456.25970458984375,603.78662109375
SLC4A10,7,"ENST00000375514, ENST00000446997, ENST00000481721",456.10711669921875,554.3533325195312
LINC01128,23,"ENST00000445118, ENST00000669922, ENST00000610067",456.0915832519531,692.106689453125
PRR11,8,"ENST00000578542, ENST00000578777, ENST00000614081",455.72149658203125,517.7666625976562
CHRNA3,5,"ENST00000559658, ENST00000559002, ENST00000348639",455.5496826171875,914.413330078125
MC2R,2,"ENST00000327606, ENST00000399821",455.07513427734375,388.1766662597656
TMED5,2,"ENST00000483033, ENST00000370280",455.0047302246094,922.203369140625
ENSG00000253286,2,"ENST00000652905, ENST00000518633",454.7541809082031,709.63330078125
THAP3,7,"ENST00000054650, ENST00000377627, ENST00000307896",454.7409362792969,415.07000732421875
ENSG00000233990,1,ENST00000440219,454.7314453125,392.0666809082031
ZBED1,6,"ENST00000381218, ENST00000461691, ENST00000381222",454.68048095703125,868.1500244140625
H3P12,1,ENST00000497682,454.5261535644531,479.7833251953125
CRY1,4,"ENST00000550633, ENST00000546722, ENST00000008527",454.5096435546875,543.07666015625
ZNF432,6,"ENST00000597273, ENST00000598745, ENST00000601310",454.2967224121094,435.0
GP2,7,"ENST00000302555, ENST00000573897, ENST00000381360",453.99371337890625,913.193359375
SLC25A16,5,"ENST00000608053, ENST00000609923, ENST00000493963",453.7666320800781,495.86669921875
SLC17A2,3,"ENST00000377850, ENST00000265425, ENST00000360488",453.7510070800781,635.0499877929688
TUB-AS1,2,"ENST00000506601, ENST00000530466",453.64556884765625,664.1366577148438
FMR1,28,"ENST00000689517, ENST00000495717, ENST00000478848",453.4181213378906,1610.653564453125
SORBS2,58,"ENST00000650145, ENST00000698536, ENST00000698537",453.17291259765625,2176.156494140625
SLC25A14P1,1,ENST00000502867,453.0991516113281,394.5366516113281
RPL18AP3,1,ENST00000462885,452.6801452636719,1251.38671875
CARHSP1,10,"ENST00000567554, ENST00000569398, ENST00000567908",452.301025390625,609.6266479492188
ENSG00000258150,4,"ENST00000650165, ENST00000551411, ENST00000549950",452.1496887207031,737.026611328125
SORCS2,4,"ENST00000511199, ENST00000507866, ENST00000505529",452.1285400390625,1439.33349609375
GAL3ST4,8,"ENST00000413800, ENST00000482469, ENST00000423751",452.1180725097656,434.0333251953125
PLCH1,2,"ENST00000447496, ENST00000340059",452.08367919921875,554.3966674804688
SDS,6,"ENST00000257549, ENST00000553112, ENST00000547342",452.00299072265625,590.4866333007812
RNF213-AS1,1,ENST00000575034,451.84771728515625,402.75665283203125
ENSG00000229368,1,ENST00000430222,451.66082763671875,704.4099731445312
SIX6,1,ENST00000327720,451.64556884765625,355.9100036621094
SLC46A1,6,"ENST00000582735, ENST00000619923, ENST00000618626",451.6158752441406,605.7166748046875
CCT7,10,"ENST00000464397, ENST00000461290, ENST00000488856",451.0379638671875,563.2332763671875
TANGO2,18,"ENST00000434168, ENST00000398042, ENST00000327374",451.0169372558594,931.8067016601562
UQCR10,2,"ENST00000401406, ENST00000330029",450.9344482421875,428.8633117675781
RBMS3-AS2,4,"ENST00000601343, ENST00000628068, ENST00000629416",450.70855712890625,473.1866760253906
KIAA0408,3,"ENST00000472335, ENST00000487331, ENST00000483725",450.5186767578125,544.4733276367188
COPS4,1,ENST00000504274,450.46734619140625,385.77667236328125
TMED6,1,ENST00000568748,450.3936462402344,375.9533386230469
RPS16P9,1,ENST00000477220,450.3030700683594,421.7266540527344
FIBCD1,4,"ENST00000444139, ENST00000372338, ENST00000463475",449.9783935546875,618.7899780273438
TMEM80,1,ENST00000526170,449.9621276855469,940.8833618164062
TMEM231P1,5,"ENST00000575421, ENST00000690952, ENST00000701583",449.88873291015625,622.9533081054688
HORMAD2-AS1,2,"ENST00000432568, ENST00000453743",449.7579040527344,465.1199951171875
ENSG00000221093,1,ENST00000408166,449.4773864746094,1184.833251953125
NALCN,12,"ENST00000675150, ENST00000251127, ENST00000648359",449.2864990234375,637.5899047851562
SFTA3,9,"ENST00000677732, ENST00000518529, ENST00000524122",449.22119140625,520.6200561523438
PPIAP29,1,ENST00000414949,449.163330078125,449.73333740234375
ENY2,10,"ENST00000517311, ENST00000522766, ENST00000339942",449.13934326171875,565.21337890625
IL23A,3,"ENST00000228534, ENST00000619177, ENST00000622119",448.68780517578125,562.1866455078125
PLBD1,2,"ENST00000540572, ENST00000541618",448.6506652832031,636.0433349609375
ENSG00000259962,1,ENST00000568878,448.321044921875,505.25665283203125
DUOX2,2,"ENST00000558416, ENST00000560797",448.28289794921875,625.8666381835938
MIR6750,1,ENST00000617817,448.0098571777344,628.65673828125
MTCO1P21,1,ENST00000416634,447.7519836425781,749.17333984375
ACCS,12,"ENST00000533208, ENST00000527557, ENST00000532122",447.7011413574219,509.3133239746094
TIRAP,5,"ENST00000479770, ENST00000700496, ENST00000700493",447.6117248535156,588.1699829101562
KRT8P37,1,ENST00000451609,447.59552001953125,499.11334228515625
STARD13-AS,26,"ENST00000607944, ENST00000628131, ENST00000609167",447.4786682128906,756.989990234375
ORC1,2,"ENST00000371566, ENST00000371568",447.30975341796875,414.5899963378906
C21orf62-AS1,10,"ENST00000701283, ENST00000382377, ENST00000382375",447.177490234375,501.4000244140625
GSX2,3,"ENST00000326902, ENST00000503800, ENST00000507839",447.046142578125,559.0133056640625
KLHL8,7,"ENST00000273963, ENST00000512111, ENST00000504029",447.0252685546875,1541.793212890625
DUSP22,14,"ENST00000605315, ENST00000605863, ENST00000603795",447.0184020996094,572.376708984375
PLCL1,5,"ENST00000625084, ENST00000428675, ENST00000437704",446.9812316894531,1017.6966552734375
C7,7,"ENST00000696442, ENST00000464864, ENST00000494960",446.78369140625,451.92999267578125
NOMO2,10,"ENST00000620440, ENST00000569526, ENST00000381474",446.34185791015625,632.7100219726562
FAM185A,8,"ENST00000496790, ENST00000487807, ENST00000409231",446.0979309082031,638.3299560546875
ENSG00000286046,1,ENST00000652661,445.9737548828125,584.873291015625
CKS1BP4,1,ENST00000533906,445.8493347167969,379.7966613769531
NEURL4,13,"ENST00000570460, ENST00000399464, ENST00000574120",445.830078125,631.2766723632812
RPL21P44,1,ENST00000491826,445.7671813964844,367.1766662597656
AFG3L1P,14,"ENST00000437774, ENST00000685584, ENST00000418696",445.7048645019531,688.376708984375
WASF3-AS1,9,"ENST00000630958, ENST00000626038, ENST00000586418",445.3699645996094,645.8533325195312
NEUROG1,1,ENST00000314744,445.35791015625,695.5033569335938
ZNF566,10,"ENST00000434377, ENST00000493391, ENST00000587567",445.2872009277344,630.5466918945312
RBMS3,16,"ENST00000456853, ENST00000478716, ENST00000452462",445.1421813964844,562.2033081054688
ENSG00000258342,6,"ENST00000668605, ENST00000550089, ENST00000686790",445.09576416015625,438.0233459472656
MAP4K3-DT,12,"ENST00000667600, ENST00000658057, ENST00000451547",444.53460693359375,759.5233764648438
TMC3-AS1,19,"ENST00000667513, ENST00000654210, ENST00000559277",444.02960205078125,1156.5999755859375
ENSG00000253593,1,ENST00000520149,443.9093322753906,1110.0699462890625
TAF12,13,"ENST00000495422, ENST00000689843, ENST00000691563",443.8932189941406,771.169921875
KCNAB2,23,"ENST00000666163, ENST00000352527, ENST00000665338",443.8544006347656,1825.7568359375
B3GALT4,1,ENST00000606990,443.79193115234375,687.2733154296875
ENSG00000258216,4,"ENST00000549551, ENST00000547370, ENST00000652964",443.77191162109375,566.1199951171875
MCOLN3,5,"ENST00000341115, ENST00000490600, ENST00000474447",443.6318054199219,709.5466918945312
ENSG00000237938,1,ENST00000623689,443.15411376953125,510.3233337402344
CALCA,4,"ENST00000494746, ENST00000469608, ENST00000331587",442.9707336425781,898.0301513671875
RNA5SP102,1,ENST00000516865,442.84259033203125,713.0033569335938
PTTG1,6,"ENST00000524244, ENST00000352433, ENST00000517480",442.8302307128906,423.7166748046875
SCOC,9,"ENST00000608372, ENST00000510586, ENST00000394205",442.72747802734375,546.3533325195312
ZFYVE21,8,"ENST00000216602, ENST00000554255, ENST00000554630",442.65478515625,704.92333984375
PRKRA,18,"ENST00000676832, ENST00000679202, ENST00000677136",442.5662841796875,721.646728515625
RN7SKP78,1,ENST00000364711,442.5153503417969,393.7900085449219
RPS4X,4,"ENST00000486733, ENST00000316084, ENST00000470671",442.49658203125,509.52996826171875
PIN4,9,"ENST00000446576, ENST00000218432, ENST00000652108",442.365966796875,959.026611328125
RAP2CP1,1,ENST00000605179,442.16583251953125,2631.396728515625
ETDA,2,"ENST00000427686, ENST00000454551",441.9700012207031,424.2933349609375
ENSG00000268750,6,"ENST00000598031, ENST00000593873, ENST00000596498",441.6839904785156,548.0933227539062
SYVN1,10,"ENST00000528487, ENST00000530451, ENST00000527142",441.2437438964844,449.2200012207031
ERBIN-DT,1,ENST00000602982,441.131103515625,493.82666015625
CYTH4,11,"ENST00000439667, ENST00000447919, ENST00000467664",441.0710144042969,1494.4334716796875
ENSG00000286588,1,ENST00000667920,440.7441711425781,427.0400085449219
BAAT,5,"ENST00000674909, ENST00000674556, ENST00000395051",440.67645263671875,701.7933349609375
ENSG00000254419,1,ENST00000530479,440.6499938964844,517.97998046875
KRT7,4,"ENST00000549638, ENST00000550153, ENST00000546856",440.33123779296875,1365.606689453125
ACOT6,3,"ENST00000645972, ENST00000381139, ENST00000554229",440.1182556152344,569.7866821289062
CENPM,5,"ENST00000460824, ENST00000402338, ENST00000472374",440.0359191894531,932.7301025390625
DHX33,3,"ENST00000575153, ENST00000574023, ENST00000225296",440.01324462890625,385.05999755859375
STING1,21,"ENST00000514348, ENST00000652110, ENST00000652543",439.8581848144531,1197.49658203125
SNAPC2,3,"ENST00000221573, ENST00000595637, ENST00000596520",439.7617492675781,390.21337890625
FCGR3A,10,"ENST00000699399, ENST00000699398, ENST00000699397",439.7599182128906,2516.972900390625
CCDC43,2,"ENST00000588687, ENST00000588210",439.6822509765625,673.1233520507812
ENSG00000241860,5,"ENST00000484859, ENST00000466557, ENST00000655252",439.20123291015625,518.9366455078125
MIR4284,1,ENST00000578924,438.9099426269531,368.84332275390625
ZNF517,5,"ENST00000359971, ENST00000529429, ENST00000525105",438.2586975097656,491.8333435058594
PDPR2P,5,"ENST00000566802, ENST00000565724, ENST00000568371",438.2501220703125,586.7833251953125
SCGB2B2,2,"ENST00000601241, ENST00000595326",438.1020812988281,454.6199951171875
ACKR2,10,"ENST00000565749, ENST00000463699, ENST00000422265",437.9018859863281,518.9533081054688
RNA5SP425,1,ENST00000410336,437.829833984375,445.1166687011719
MCTS1,3,"ENST00000484481, ENST00000487133, ENST00000371315",437.74285888671875,410.2466735839844
ZNF879,4,"ENST00000521285, ENST00000519896, ENST00000522442",437.6602478027344,410.10333251953125
RPSAP61,1,ENST00000412542,437.6536865234375,359.7033386230469
ANKRD16,3,"ENST00000380092, ENST00000380094, ENST00000191063",437.4748229980469,967.13330078125
PHLPP1,3,"ENST00000588452, ENST00000588953, ENST00000497351",437.4148864746094,522.3800048828125
ATP6V1G3,2,"ENST00000309309, ENST00000281087",437.39501953125,525.989990234375
FABP5P1,1,ENST00000423401,437.13812255859375,534.5466918945312
MEFV,14,"ENST00000697124, ENST00000570511, ENST00000572244",436.938232421875,576.5266723632812
PAM,21,"ENST00000505654, ENST00000684379, ENST00000506260",436.85284423828125,893.9234008789062
ZFHX3,8,"ENST00000641018, ENST00000268489, ENST00000558842",436.4711608886719,4355.4130859375
OR10G4,2,"ENST00000641722, ENST00000641521",436.4659423828125,411.3666687011719
FSCN2,2,"ENST00000334850, ENST00000527221",436.3780517578125,5585.4931640625
YWHAQ,4,"ENST00000238081, ENST00000381844, ENST00000446619",436.25054931640625,566.18994140625
SMARCA1,3,"ENST00000478420, ENST00000371121, ENST00000617310",436.240234375,703.6900024414062
CPSF6,8,"ENST00000550987, ENST00000456847, ENST00000550075",436.16778564453125,1348.19677734375
PDS5A,6,"ENST00000507020, ENST00000503696, ENST00000303538",436.0483703613281,877.2132568359375
LINC01584,13,"ENST00000661228, ENST00000662657, ENST00000662763",435.8845520019531,401.4966735839844
PHACTR2,10,"ENST00000397980, ENST00000545919, ENST00000367584",435.6103210449219,545.6867065429688
CBY1,6,"ENST00000492537, ENST00000489847, ENST00000492576",435.5517272949219,454.04998779296875
ENSG00000260764,1,ENST00000564410,435.4888916015625,947.6199951171875
CDCA3,11,"ENST00000229265, ENST00000536241, ENST00000422785",435.40142822265625,939.3167114257812
OAZ1,8,"ENST00000589739, ENST00000589361, ENST00000593012",434.99468994140625,1446.5234375
ENSG00000283897,4,"ENST00000639283, ENST00000640865, ENST00000639976",434.86126708984375,495.9833068847656
MANEAL,5,"ENST00000329006, ENST00000525897, ENST00000532512",434.67388916015625,470.9433288574219
MTERF1,4,"ENST00000406735, ENST00000425936, ENST00000481516",434.47650146484375,791.0033569335938
RNU7-53P,1,ENST00000516705,434.423583984375,2779.98681640625
CHKA,4,"ENST00000528235, ENST00000533910, ENST00000356135",434.37298583984375,836.0067138671875
FAM98A,12,"ENST00000692348, ENST00000238823, ENST00000474985",434.3224182128906,2625.933349609375
TASOR2,14,"ENST00000695837, ENST00000459693, ENST00000487196",434.2247619628906,676.9633178710938
CROT,7,"ENST00000331536, ENST00000419147, ENST00000469785",434.1697692871094,547.0433349609375
TSPAN10,2,"ENST00000571914, ENST00000611590",433.9700927734375,379.0066833496094
NDUFAF4P2,1,ENST00000445374,433.8775329589844,367.97332763671875
ADPGK,6,"ENST00000569517, ENST00000562823, ENST00000567733",433.5836181640625,515.9766235351562
HAAO,3,"ENST00000431905, ENST00000402698, ENST00000406007",433.3714599609375,730.8466796875
LINC01948,4,"ENST00000506836, ENST00000511661, ENST00000653172",433.30517578125,1934.969970703125
TSFM,11,"ENST00000652027, ENST00000550559, ENST00000434359",433.23309326171875,476.3866882324219
HECTD3,7,"ENST00000486132, ENST00000372168, ENST00000486296",433.1734619140625,812.9266967773438
NCAN,3,"ENST00000588231, ENST00000585410, ENST00000590187",433.07843017578125,388.5600280761719
IL32,32,"ENST00000396887, ENST00000530890, ENST00000529550",432.94415283203125,2483.040283203125
ENSG00000215869,5,"ENST00000418362, ENST00000634888, ENST00000634580",432.835205078125,557.0567016601562
PIM1,2,"ENST00000479509, ENST00000468243",432.801513671875,504.489990234375
GBP4,3,"ENST00000481397, ENST00000471938, ENST00000355754",432.78033447265625,415.4566650390625
EXTL3,18,"ENST00000520679, ENST00000523271, ENST00000696183",432.461181640625,877.1900024414062
TRMT112P2,1,ENST00000512910,432.17822265625,376.7733459472656
PI4KAP2,12,"ENST00000476537, ENST00000467443, ENST00000479693",432.0288391113281,651.3333129882812
RNF14,15,"ENST00000513019, ENST00000507291, ENST00000507163",431.9372253417969,1637.11328125
PRC1-AS1,6,"ENST00000554388, ENST00000556200, ENST00000657141",431.68853759765625,555.9033203125
LINC00484,9,"ENST00000437389, ENST00000668360, ENST00000423719",431.66064453125,1901.526611328125
AHR,5,"ENST00000481944, ENST00000492120, ENST00000642825",431.5478820800781,645.5933227539062
GSE1,11,"ENST00000635906, ENST00000496345, ENST00000253458",431.48236083984375,1003.4166259765625
NVL,14,"ENST00000467882, ENST00000488718, ENST00000468088",431.4793701171875,460.02667236328125
USP39,12,"ENST00000481409, ENST00000442708, ENST00000323701",431.40191650390625,713.3333740234375
ZBTB42,2,"ENST00000342537, ENST00000555360",431.39178466796875,342.663330078125
MIR4742,1,ENST00000581069,431.3913879394531,537.7733154296875
CYFIP2,22,"ENST00000520424, ENST00000522892, ENST00000698888",431.35345458984375,1328.5631103515625
HAUS3,3,"ENST00000502440, ENST00000506763, ENST00000514395",431.23919677734375,540.606689453125
PEAK3,1,ENST00000342063,431.09423828125,677.8133544921875
TMPRSS4,18,"ENST00000522462, ENST00000517544, ENST00000528118",430.533935546875,1885.61669921875
MMP19,7,"ENST00000322569, ENST00000552872, ENST00000548882",430.2605285644531,598.7833251953125
RPL9,8,"ENST00000511075, ENST00000642337, ENST00000503040",430.08221435546875,556.43994140625
SRP9P1,1,ENST00000445874,430.0674743652344,768.02001953125
ENSG00000241035,1,ENST00000480068,429.9159240722656,417.2966613769531
SMIM24,4,"ENST00000215531, ENST00000591708, ENST00000586804",429.90130615234375,952.27001953125
ENSG00000277687,1,ENST00000613826,429.79937744140625,375.92999267578125
CCDC107,5,"ENST00000421582, ENST00000378406, ENST00000327351",429.6446533203125,819.070068359375
MED13,5,"ENST00000583958, ENST00000580896, ENST00000578132",429.5515441894531,818.3533935546875
CYP1B1-AS1,25,"ENST00000606100, ENST00000629773, ENST00000660098",429.5388488769531,2739.716796875
PCGF5,5,"ENST00000336126, ENST00000490164, ENST00000614189",429.4664001464844,433.86334228515625
SLC6A9,5,"ENST00000492434, ENST00000528803, ENST00000475075",429.1151123046875,687.8333740234375
PMS2CL,4,"ENST00000348899, ENST00000403974, ENST00000431453",429.0821228027344,657.2333374023438
C22orf23,5,"ENST00000422191, ENST00000403026, ENST00000403305",429.0002746582031,530.0900268554688
C1orf100,4,"ENST00000366537, ENST00000308105, ENST00000470211",428.77874755859375,780.2066650390625
KIAA0895,6,"ENST00000297063, ENST00000440378, ENST00000429651",428.71502685546875,872.876708984375
CCDC47,4,"ENST00000403162, ENST00000225726, ENST00000582331",428.7110900878906,1339.64013671875
BUB1B,9,"ENST00000559461, ENST00000559733, ENST00000560120",428.6238708496094,783.7232666015625
ENSG00000254706,2,"ENST00000431696, ENST00000367932",428.4930419921875,607.9100341796875
ACP5,17,"ENST00000589792, ENST00000592828, ENST00000695811",428.49029541015625,1910.713134765625
KNL1,8,"ENST00000533001, ENST00000528975, ENST00000346991",428.3797302246094,551.97998046875
ARG2,3,"ENST00000557319, ENST00000557120, ENST00000261783",428.2998352050781,426.0433349609375
VIRMA-DT,11,"ENST00000700813, ENST00000659133, ENST00000662944",428.29620361328125,735.17333984375
BTF3L4,6,"ENST00000484036, ENST00000533836, ENST00000524414",428.0707092285156,707.4366455078125
ANO1,7,"ENST00000531349, ENST00000355303, ENST00000316296",427.9675598144531,486.1166687011719
GFM1,7,"ENST00000464732, ENST00000490261, ENST00000472383",427.9568176269531,577.7900390625
