gene,num_isoforms,top_predicted_isoforms,avg_pred_total,avg_true_total
C20orf173,3,"ENST00000444723, ENST00000246199, ENST00000424444",7.154422760009766,17.706666946411133
SLC2A13P1,1,ENST00000531560,7.153812885284424,13.736666679382324
RNU5E-6P,1,ENST00000365574,7.15362548828125,12.123332977294922
AGAP1,10,"ENST00000453371, ENST00000699337, ENST00000635100",7.152159690856934,72.27332305908203
ENSG00000286247,1,ENST00000651369,7.151616096496582,16.566667556762695
ENSG00000250650,1,ENST00000504977,7.15098237991333,10.50333309173584
MAPK8IP1P1,1,ENST00000574657,7.150963306427002,18.996665954589844
MTTP,7,"ENST00000422897, ENST00000511610, ENST00000457717",7.14654541015625,199.52003479003906
MIR938,1,ENST00000401216,7.1458821296691895,18.520000457763672
IQCD,2,"ENST00000416617, ENST00000546692",7.145396709442139,17.489999771118164
ENSG00000289451,1,ENST00000689363,7.140735626220703,43.00333786010742
PARM1,2,"ENST00000307428, ENST00000513238",7.139289855957031,109.02665710449219
WFIKKN1,2,"ENST00000319070, ENST00000573440",7.138273239135742,26.993331909179688
RN7SL18P,1,ENST00000466851,7.134988784790039,9.806666374206543
RNU6-673P,1,ENST00000365084,7.133671283721924,10.119999885559082
PCDHB3,2,"ENST00000231130, ENST00000624513",7.133535861968994,61.07999801635742
MIR223HG,5,"ENST00000691658, ENST00000658749, ENST00000621933",7.129553318023682,119.75
ENSG00000228658,1,ENST00000421482,7.128751754760742,20.70333480834961
AVEN,2,"ENST00000675287, ENST00000306730",7.127492904663086,15.456666946411133
IGLC3,1,ENST00000390325,7.126613616943359,1661.0703125
RNU6-890P,1,ENST00000384121,7.126307010650635,12.133333206176758
ENSG00000242029,1,ENST00000485384,7.125051975250244,72.23666381835938
TTLL1,2,"ENST00000331018, ENST00000440761",7.124866962432861,12.969999313354492
ENSG00000290075,1,ENST00000702787,7.122807025909424,35.24333190917969
COX4I1P2,1,ENST00000447446,7.1197381019592285,18.36333465576172
ENSG00000287530,1,ENST00000655811,7.119082927703857,19.113332748413086
ENSG00000177452,1,ENST00000418154,7.116761207580566,23.843334197998047
ITGB3,4,"ENST00000696963, ENST00000571680, ENST00000559488",7.1139020919799805,75.47666931152344
ENSG00000284649,3,"ENST00000702506, ENST00000562902, ENST00000641769",7.1138916015625,31.253332138061523
ENSG00000260859,1,ENST00000562393,7.113487243652344,35.41999816894531
ENSG00000259204,1,ENST00000558938,7.113300800323486,14.546667098999023
GOLGA6L4,4,"ENST00000515814, ENST00000512109, ENST00000379674",7.110480308532715,14.49666690826416
ENSG00000232546,1,ENST00000419595,7.110314846038818,31.40333366394043
ENSG00000225727,3,"ENST00000422303, ENST00000426579, ENST00000647828",7.110189914703369,18.279998779296875
ENSG00000252461,1,ENST00000516652,7.109674453735352,9.539999961853027
TIE1,8,"ENST00000538015, ENST00000473014, ENST00000480269",7.108376502990723,25.303335189819336
RNU6-1191P,1,ENST00000516799,7.107662677764893,23.50666618347168
PARAL1,1,ENST00000449270,7.106613636016846,213.5833282470703
RPL14P3,1,ENST00000476715,7.106235504150391,9.113333702087402
ENSG00000287687,1,ENST00000660620,7.105618476867676,14.473333358764648
LINC02691,3,"ENST00000662137, ENST00000555282, ENST00000556528",7.105461120605469,77.90666198730469
LINC02851,2,"ENST00000412339, ENST00000664463",7.103841781616211,30.083332061767578
FGF9,1,ENST00000461657,7.101086616516113,11.993332862854004
ENSG00000223890,1,ENST00000395058,7.098501205444336,18.479999542236328
ENSG00000258510,1,ENST00000554198,7.097804546356201,13.673333168029785
KRT16P3,4,"ENST00000580113, ENST00000580621, ENST00000584759",7.097256660461426,16.11333465576172
ENSG00000275121,1,ENST00000621495,7.096561908721924,15.953332901000977
ENSG00000287767,1,ENST00000670564,7.0958967208862305,10.776666641235352
RNU2-14P,1,ENST00000411053,7.0952229499816895,55.709999084472656
ARID4B,9,"ENST00000466653, ENST00000491632, ENST00000421364",7.094857215881348,14.966667175292969
ENSG00000228830,1,ENST00000436039,7.093238353729248,54.46333312988281
CCT7P1,1,ENST00000406551,7.093010425567627,51.413333892822266
ENSG00000230428,1,ENST00000430231,7.091358184814453,10.020000457763672
TRIM41,5,"ENST00000315073, ENST00000515499, ENST00000503114",7.090026378631592,33.223331451416016
CDK2AP2P3,1,ENST00000422476,7.089733123779297,12.74666690826416
SMPD4BP,4,"ENST00000685161, ENST00000415574, ENST00000692700",7.087581634521484,30.816665649414062
ENSG00000272465,1,ENST00000606542,7.085622787475586,12.566666603088379
MYH6,3,"ENST00000651452, ENST00000557461, ENST00000405093",7.0847625732421875,23.336666107177734
ARL5AP2,1,ENST00000444698,7.084619998931885,27.690000534057617
RN7SL211P,1,ENST00000485246,7.083781719207764,23.35333251953125
SEMA3G,3,"ENST00000231721, ENST00000475739, ENST00000465657",7.081662178039551,13.99000072479248
EN1,2,"ENST00000295206, ENST00000546667",7.077835559844971,16.93666648864746
ENSG00000255179,1,ENST00000534653,7.077372074127197,12.463333129882812
RNU4-54P,1,ENST00000516428,7.075743675231934,19.683332443237305
ENSG00000267521,1,ENST00000591422,7.07468843460083,57.16999816894531
STAC2,1,ENST00000584501,7.074192523956299,55.19333267211914
RAB1B,1,ENST00000527397,7.070224761962891,12.520000457763672
LINC02254,7,"ENST00000655922, ENST00000671366, ENST00000669932",7.0687150955200195,23.510000228881836
MIR132,1,ENST00000591554,7.0663957595825195,22.25666618347168
ENSG00000273584,1,ENST00000620563,7.063365936279297,9.893333435058594
ENSG00000250672,1,ENST00000510162,7.062412738800049,142.4499969482422
PRKACB,11,"ENST00000370689, ENST00000450730, ENST00000394839",7.060745716094971,17.229999542236328
ENSG00000149656,1,ENST00000425473,7.059360504150391,12.436666488647461
TET2,9,"ENST00000305737, ENST00000380013, ENST00000504042",7.0568742752075195,29.703332901000977
UBE2D3-AS1,2,"ENST00000686558, ENST00000501133",7.0545244216918945,15.110000610351562
GTPBP6,1,ENST00000326153,7.054399490356445,23.46666717529297
SLC25A5P2,1,ENST00000413713,7.053595542907715,15.680000305175781
ENSG00000287619,1,ENST00000655887,7.052081108093262,10.063333511352539
ENSG00000231069,2,"ENST00000418104, ENST00000696486",7.050565242767334,13.489999771118164
ZIM2-AS1,1,ENST00000650950,7.050346851348877,46.21666717529297
MIR1202,1,ENST00000408529,7.0486578941345215,39.56999969482422
DUSP8P5,1,ENST00000422884,7.048584938049316,20.343334197998047
CCNG1,5,"ENST00000512532, ENST00000509143, ENST00000510097",7.046520709991455,35.5533332824707
ENSG00000286621,1,ENST00000671005,7.0460309982299805,11.756667137145996
ENSG00000264452,1,ENST00000583496,7.045905590057373,42.75
ENSG00000287215,2,"ENST00000669760, ENST00000654180",7.045496940612793,39.9033317565918
PHF5CP,1,ENST00000591298,7.045139312744141,19.030000686645508
ENSG00000261342,1,ENST00000567905,7.044532775878906,14.40333366394043
ARCN1,2,"ENST00000392859, ENST00000534182",7.04265022277832,15.90333366394043
ENOX1,3,"ENST00000261488, ENST00000690772, ENST00000482207",7.04038667678833,40.53666687011719
IFNA11P,1,ENST00000446352,7.0402936935424805,13.083333015441895
PPP1R35-AS1,1,ENST00000475250,7.0400710105896,114.58000183105469
TTC36,1,ENST00000528570,7.039196968078613,33.75
ENSG00000214770,1,ENST00000555861,7.038020610809326,71.04666900634766
CEP89,8,"ENST00000591863, ENST00000586984, ENST00000590597",7.037778854370117,28.476667404174805
RNU6-260P,1,ENST00000384092,7.035438537597656,69.2266616821289
ENSG00000282828,1,ENST00000634253,7.035201072692871,12.170000076293945
ENSG00000267598,1,ENST00000586483,7.031610488891602,19.453332901000977
NIFK,6,"ENST00000285814, ENST00000423105, ENST00000477693",7.028932094573975,43.393333435058594
ENSG00000241678,1,ENST00000464563,7.028273105621338,43.503334045410156
BTNL2,5,"ENST00000374993, ENST00000544175, ENST00000454136",7.027237415313721,87.09333038330078
GBP7,2,"ENST00000650452, ENST00000294671",7.026226997375488,13.363333702087402
SIMC1,8,"ENST00000332772, ENST00000443967, ENST00000508769",7.025655746459961,32.356666564941406
ENSG00000269898,1,ENST00000602789,7.0252604484558105,13.483333587646484
ENSG00000260223,1,ENST00000564561,7.0252366065979,13.456666946411133
GRID2,8,"ENST00000515744, ENST00000510992, ENST00000611049",7.023944854736328,27.30666732788086
OIT3,1,ENST00000334011,7.022727012634277,17.726667404174805
ENSG00000271945,4,"ENST00000669468, ENST00000702388, ENST00000607287",7.022333145141602,19.706666946411133
ENSG00000288738,1,ENST00000690030,7.022199630737305,16.420000076293945
MRPL35P1,1,ENST00000404272,7.022091388702393,15.033333778381348
ENSG00000231970,1,ENST00000422848,7.019229412078857,9.463333129882812
KCNJ8,4,"ENST00000667884, ENST00000657855, ENST00000665145",7.018364429473877,30.073333740234375
ENSG00000229618,7,"ENST00000640300, ENST00000443947, ENST00000669103",7.017167568206787,25.723331451416016
MCHR2,2,"ENST00000369212, ENST00000281806",7.016750335693359,21.803333282470703
MYLKP1,1,ENST00000509077,7.016464710235596,28.18000030517578
LINC00858,5,"ENST00000661556, ENST00000653603, ENST00000437892",7.0145111083984375,228.86663818359375
ID2B,1,ENST00000462623,7.014142036437988,29.440000534057617
NPAP1P6,1,ENST00000440671,7.013322830200195,42.16666793823242
HNRNPA1P73,1,ENST00000446472,7.0121331214904785,53.13999938964844
TNXA,1,ENST00000507684,7.011773109436035,22.566667556762695
CD109,2,"ENST00000437994, ENST00000649530",7.010922431945801,21.586666107177734
MIR3920,1,ENST00000581751,7.010093688964844,13.526666641235352
GAS2L1P2,2,"ENST00000442849, ENST00000436355",7.010087490081787,25.626667022705078
MIRLET7B,1,ENST00000385140,7.009872913360596,15.079999923706055
VDAC2,13,"ENST00000543351, ENST00000313132, ENST00000468285",7.0087890625,27.77666664123535
GJA1,2,"ENST00000649003, ENST00000282561",7.005599498748779,18.196666717529297
ENSG00000289985,1,ENST00000702307,7.004926681518555,15.053333282470703
RNA5SP362,1,ENST00000516048,7.004607677459717,24.50666618347168
DNAJB6P2,1,ENST00000515686,7.004004955291748,43.7599983215332
RNU6-317P,1,ENST00000384031,7.0005364418029785,9.569999694824219
ENSG00000229278,2,"ENST00000690035, ENST00000452391",7.00049352645874,12.179999351501465
ENSG00000271034,1,ENST00000605810,6.999887466430664,11.970000267028809
TM4SF18,1,ENST00000468398,6.996819496154785,23.156665802001953
CTSLP6,1,ENST00000458273,6.992072105407715,12.649999618530273
DSCAM-AS1,3,"ENST00000422749, ENST00000427451, ENST00000444046",6.990649223327637,86.51000213623047
TUSC2P2,1,ENST00000642300,6.990556716918945,19.66666603088379
MTCO1P23,1,ENST00000415223,6.989991664886475,28.65999984741211
LINC02213,2,"ENST00000506021, ENST00000504650",6.988171577453613,181.69662475585938
ENSG00000286641,1,ENST00000668736,6.987966537475586,12.449999809265137
NPM3,3,"ENST00000462391, ENST00000474993, ENST00000370110",6.98783016204834,23.833332061767578
GOLGA4-AS1,1,ENST00000604992,6.986392498016357,20.053335189819336
ENSG00000259935,1,ENST00000566282,6.984645843505859,13.119999885559082
HLA-L,8,"ENST00000692540, ENST00000685314, ENST00000463348",6.983468532562256,54.61000061035156
ENSG00000258924,1,ENST00000591482,6.983112812042236,17.56333351135254
MS4A6A,11,"ENST00000526697, ENST00000533409, ENST00000528925",6.981904983520508,127.97667694091797
PGA3,7,"ENST00000537954, ENST00000541699, ENST00000538258",6.981136322021484,143.35667419433594
CENPW,2,"ENST00000368328, ENST00000368325",6.979883193969727,11.890000343322754
GJD3,1,ENST00000578689,6.978971481323242,20.536666870117188
TM9SF3,6,"ENST00000475401, ENST00000649367, ENST00000443638",6.973816871643066,71.36000061035156
ENSG00000228664,1,ENST00000451731,6.9729533195495605,12.136666297912598
TUBB4BP3,1,ENST00000437546,6.971876621246338,64.33000183105469
ENSG00000253106,1,ENST00000518639,6.971139430999756,10.739999771118164
RNU6-1086P,1,ENST00000410930,6.970681190490723,59.49333190917969
CILP2,1,ENST00000586018,6.969202518463135,10.5
HMGN2P24,1,ENST00000433516,6.969135761260986,13.079999923706055
ENSG00000199231,1,ENST00000362361,6.968866348266602,19.479999542236328
EEF1A1P20,1,ENST00000514852,6.968451976776123,16.323333740234375
FLT1P1,1,ENST00000451650,6.967839241027832,16.850000381469727
LINC01619,4,"ENST00000552106, ENST00000549802, ENST00000551306",6.967297077178955,28.940000534057617
SNRPD1,3,"ENST00000579618, ENST00000577906, ENST00000582475",6.96674919128418,19.58333396911621
ENSG00000237325,1,ENST00000490865,6.965634822845459,53.630001068115234
LINC02268,6,"ENST00000662272, ENST00000671681, ENST00000687371",6.963680267333984,34.61000061035156
ENSG00000288691,1,ENST00000679726,6.9600725173950195,14.976666450500488
NPM1P28,1,ENST00000492269,6.959558010101318,22.516666412353516
GNB1-DT,4,"ENST00000689170, ENST00000412228, ENST00000702668",6.956183433532715,13.813332557678223
ENSG00000229322,1,ENST00000456494,6.954848766326904,11.579999923706055
ENSG00000225703,1,ENST00000434531,6.954187870025635,11.59333324432373
LINC02799,1,ENST00000456469,6.947691917419434,26.280000686645508
AXIN1,4,"ENST00000262320, ENST00000354866, ENST00000461023",6.943464756011963,17.626667022705078
MATN3,2,"ENST00000421259, ENST00000407540",6.943187236785889,11.619999885559082
LGALS7,2,"ENST00000599035, ENST00000378626",6.9421467781066895,43.48666763305664
OR7E155P,1,ENST00000412208,6.941173553466797,10.890000343322754
ENSG00000249525,1,ENST00000513885,6.93994140625,10.40666675567627
ENSG00000251185,1,ENST00000505930,6.936319351196289,26.856666564941406
RPL7P25,1,ENST00000404151,6.936069488525391,12.193333625793457
ABHD13,1,ENST00000375898,6.932147026062012,38.93000030517578
SMAD1-AS1,1,ENST00000513542,6.931173324584961,38.87666702270508
OR10D4P,1,ENST00000525892,6.930870532989502,10.75
DCAF8-DT,3,"ENST00000656013, ENST00000442130, ENST00000642063",6.9307541847229,77.56668090820312
ENSG00000289373,1,ENST00000685205,6.927114486694336,61.04998779296875
ENSG00000268163,1,ENST00000415705,6.9249982833862305,12.553333282470703
MT2A,3,"ENST00000562017, ENST00000245185, ENST00000563985",6.9232282638549805,50.663326263427734
ENSG00000253762,1,ENST00000657758,6.922022342681885,48.959999084472656
TRAPPC12,15,"ENST00000493792, ENST00000441983, ENST00000382110",6.921392440795898,15.99333381652832
UFC1,5,"ENST00000467540, ENST00000482672, ENST00000483191",6.9210662841796875,27.57666778564453
OR52B3P,1,ENST00000314715,6.9200968742370605,32.21666717529297
ENSG00000260710,6,"ENST00000692806, ENST00000701298, ENST00000690088",6.91880989074707,157.68667602539062
ENSG00000286585,4,"ENST00000701103, ENST00000653103, ENST00000692713",6.918788909912109,73.30333709716797
ASB15,5,"ENST00000451558, ENST00000437535, ENST00000447789",6.917793273925781,21.90999984741211
SUMO1P4,1,ENST00000429430,6.917709827423096,17.93000030517578
ZFP36L1,6,"ENST00000336440, ENST00000439696, ENST00000555997",6.917331218719482,16.963333129882812
CORO1CP1,1,ENST00000604895,6.915419101715088,115.11000061035156
ENSG00000263745,4,"ENST00000671104, ENST00000582086, ENST00000639316",6.913813591003418,17.459999084472656
C21orf140,1,ENST00000410005,6.9138054847717285,10.453332901000977
MAK16,4,"ENST00000519089, ENST00000518389, ENST00000517567",6.912255764007568,33.12333297729492
IGKV2-10,1,ENST00000518834,6.908339023590088,33.01333236694336
ENSG00000237193,1,ENST00000420896,6.907764434814453,19.58333396911621
SDHDP4,1,ENST00000425889,6.906435489654541,38.21333312988281
OR7A8P,1,ENST00000595427,6.905699253082275,17.996665954589844
PPIAP51,1,ENST00000567149,6.90492582321167,27.996665954589844
EID1,1,ENST00000560490,6.903663158416748,25.899999618530273
NDUFA4L2,1,ENST00000554503,6.9030890464782715,55.66999816894531
GLIPR1,4,"ENST00000266659, ENST00000456650, ENST00000536703",6.89977502822876,18.646665573120117
FOXD3-AS1,3,"ENST00000686970, ENST00000697579, ENST00000690333",6.899036407470703,13.819999694824219
DIPK2A,4,"ENST00000495414, ENST00000492452, ENST00000483808",6.898801803588867,19.260000228881836
THEMIS,1,ENST00000626040,6.889688491821289,12.353333473205566
ENSG00000276408,1,ENST00000621911,6.889586448669434,16.700000762939453
ENSG00000206878,1,ENST00000384151,6.888050079345703,11.773333549499512
COL10A1,5,"ENST00000327673, ENST00000243222, ENST00000452729",6.887484550476074,15.416666030883789
HSPD1P9,1,ENST00000420325,6.887418746948242,39.9466667175293
OR7E66P,1,ENST00000479200,6.885676383972168,11.850000381469727
ENSG00000265413,1,ENST00000578897,6.885008335113525,12.883333206176758
GATA5,1,ENST00000252997,6.883402347564697,15.196666717529297
ENSG00000289744,2,"ENST00000698239, ENST00000698240",6.881706237792969,10.786666870117188
ENSG00000289763,1,ENST00000699225,6.880812168121338,16.02666664123535
FAM78B-AS1,1,ENST00000366136,6.879636287689209,11.40666675567627
ENSG00000236770,1,ENST00000430386,6.879096031188965,46.81666564941406
ALDH5A1,1,ENST00000672557,6.875187397003174,12.486666679382324
TRBV7-3,1,ENST00000390361,6.873300552368164,162.0900115966797
LINC01001,2,"ENST00000526704, ENST00000607448",6.872785568237305,16.010000228881836
DHX35-DT,1,ENST00000570096,6.871440410614014,129.39332580566406
ENSG00000259561,1,ENST00000557964,6.870504379272461,15.053333282470703
ENSG00000289867,2,"ENST00000701269, ENST00000701217",6.868705749511719,25.170000076293945
ENSG00000229943,1,ENST00000438619,6.866861343383789,13.126667022705078
METTL25,8,"ENST00000548432, ENST00000547985, ENST00000548569",6.866807460784912,34.13999938964844
GABRG3,5,"ENST00000557596, ENST00000553440, ENST00000333743",6.865723133087158,179.0900115966797
ENSG00000231949,1,ENST00000420354,6.864842891693115,14.056666374206543
ZC3H8,4,"ENST00000476902, ENST00000409573, ENST00000474234",6.864264965057373,20.90999984741211
ENSG00000253538,1,ENST00000522426,6.863821029663086,110.63999938964844
ENSG00000276375,1,ENST00000620178,6.863325119018555,46.41666793823242
FAM133DP,1,ENST00000464802,6.861975193023682,56.61666488647461
ENSG00000287524,1,ENST00000671212,6.856419086456299,10.5600004196167
KCNAB1-AS1,1,ENST00000467794,6.854085445404053,36.016666412353516
